Galaxy,n_points,n_valid_mond,acm_cpp,mond_cpp,delta_cpp_mond_minus_acm,T,D,e_D,f_D,Inc,e_Inc,L3.6,e_L3.6,Reff,SBeff,Rdisk,SBdisk,MHI,RHI,Vflat,e_Vflat,Qual,Ref,ba_obs,geometry_source,inc_true_deg,k_inc,velocity_shift_pct,correction_source_used,geometry_qc_flag,geometry_qc_reason,distance_edge_best_margin_shift,distance_edge_best_mode,distance_edge_flipped,best_ml_scale,ml_best_margin_shift,ml_flipped,distance_rel_err,distance_rel_err_pct,gas_to_light_proxy,gas_surface_proxy,pathology_group,n_rc_valid,gas_peak_radius_kpc,gas_peak_value,gas_outer_to_inner_ratio,gas_abs_slope_outer_mean,gas_abs_slope_outer_median,gas_abs_curvature_outer_mean,gas_abs_curvature_outer_median,vgas_high_freq_power_frac,vgas_smoothness_score
NGC5055,28,28,3463.2267528494544,8569.17656958872,5105.949816739267,4,9.9,0.3,2,55.0,6.0,152.922,0.282,4.18,1383.02,3.2,3348.34,11.722,35.06,179.0,4.9,1,"Ba06,Bl04",0.6025595860743578,hyperleda_vizier,53.77652012423312,1.015412854904321,1.5412854904321316,hyperleda_vizier,ok,,,,,,,,0.0303030303030303,3.03030303030303,0.0766534573181098,1.1447265624999998,acm_better_102,28,17.19,2233.5076,4.216232086687687,0.7718339953355587,0.7605315952495353,7.622153370878821,7.293354545184261,0.0276586843608655,0.9723413156391344
UGC03546,30,30,57.39415951764806,781.6659455186543,724.2717860010063,1,28.7,7.2,1,55.0,5.0,101.336,0.747,2.58,2403.42,3.79,922.21,2.675,18.37,196.9,7.4,1,"No07,No05",0.6309573444801932,hyperleda_vizier,51.39485716427571,1.048226855505066,4.8226855505066,hyperleda_vizier,ok,,,,,,,,0.2508710801393728,25.08710801393728,0.0263973316491671,0.1862281660528679,acm_better_102,20,18.08,1222.2016,33.72101070974617,1.8401070829073127,1.4655684603557997,9.828466708878064,8.173212477612154,0.0101798409173896,0.9898201590826105
NGC5371,19,19,309.5294227588673,1012.9745201870116,703.4450974281442,4,39.7,9.92,1,53.0,2.0,340.393,1.881,9.8,560.83,7.44,1395.82,11.18,30.03,209.5,3.9,1,"Sa96,Be87",0.660693448007596,hyperleda_vizier,49.35733787077215,1.0525167149730732,5.25167149730732,hyperleda_vizier,ok,,,,,,,,0.2498740554156171,24.98740554156171,0.0328443886918943,0.2019742166724476,acm_better_102,13,23.12,3341.9961000000003,1.0989257322008694,1.2402606715718718,1.1895597850656705,2.902203751111025,3.683152516559521,0.0091156831773339,0.990884316822666
UGC09133,68,68,107.68168949292944,669.8407891792873,562.1590996863579,2,57.1,11.4,1,53.0,6.0,282.926,2.345,5.92,1284.78,6.97,864.63,33.428,60.35,226.8,4.2,1,"No07,No05",0.5623413251903491,hyperleda_vizier,56.40028711249799,0.9588335752570736,-4.116642474292642,hyperleda_vizier,ok,,,,,,,,0.1996497373029772,19.96497373029772,0.1181510359599329,0.6880893519881269,acm_better_102,65,83.07,3020.6016,8.62617224842072,0.7614541535461737,0.6613487333962098,7.525663246516872,6.459378430335439,0.0397121946182111,0.9602878053817888
NGC2903,34,34,195.66969732795536,736.4403672571121,540.7706699291568,4,6.6,1.98,1,66.0,3.0,81.863,0.151,4.54,632.16,2.33,1193.52,2.552,13.76,184.6,5.6,1,"Be91,Be87",0.457088189614875,hyperleda_vizier,64.03414383326118,1.016117294092462,1.6117294092461876,hyperleda_vizier,ok,,,,,,,,0.3,30.0,0.0311740346676764,0.4700768111403783,acm_better_102,34,12.48,1433.3796,4.041519515988262,0.9096788307044856,0.7192064641749454,6.044571750737624,4.485365034147386,0.0250917080694291,0.9749082919305708
NGC5907,19,19,9.364976362568209,505.3177780023838,495.9528016398156,5,17.3,0.9,2,88.0,2.0,175.425,0.646,7.88,449.6,5.34,8646.29,21.025,0.0,215.0,2.9,1,"Sa96,SA87",0.1258925411794167,hyperleda_vizier,90.0,0.9993908270190958,-0.0609172980904237,hyperleda_vizier,ok,,,,,,,,0.0520231213872832,5.202312138728324,0.1198517885136098,0.7373157149069282,acm_better_102,16,35.23,4219.801599999999,1.912051234595928,0.4888501338277657,0.3609610848489666,7.955977846317149,6.224904114850668,0.0187158229263345,0.9812841770736654
NGC6946,58,58,114.02281390299994,545.8546494696975,431.8318355666976,6,5.52,1.66,2,38.0,2.0,66.173,0.122,4.2,571.26,2.44,2232.7,5.67,21.25,158.9,10.9,1,Bo08,0.933254300796991,hyperleda_vizier,21.49818693053321,1.6799696499719647,67.99696499719647,hyperleda_vizier,review,large_velocity_shift;large_inclination_delta;faceon_sensitive,,,,,,,0.3007246376811594,30.07246376811594,0.0856844936756683,0.9523649556570816,acm_better_102,58,14.31,2165.0409,2.466171257152441,1.584349399722016,0.7511535905776725,49.2858329618065,13.462130035352576,0.0163279356731142,0.9836720643268856
IC2574,34,34,136.3941085058351,551.1812075459843,414.7870990401492,9,3.91,0.2,2,75.0,7.0,1.016,0.012,3.18,15.88,2.78,80.32,1.036,10.81,66.4,2.0,2,"Sa96,MC94",0.457088189614875,hyperleda_vizier,66.72087737916742,1.0515304480944578,5.153044809445784,hyperleda_vizier,ok,,,,,,,,0.0511508951406649,5.115089514066496,1.0196850393700787,0.1340510325552507,acm_better_102,32,10.23,738.2089000000001,5.791210954553359,2.301767852624894,2.3876820119564,15.77893804476944,18.946396000520867,0.030465702862767,0.9695342971372328
NGC0801,13,13,81.72314578196345,487.7874516756337,406.0643058936702,5,80.7,8.07,1,80.0,1.0,312.57,3.455,7.76,818.14,8.72,1558.94,23.201,44.99,220.1,6.2,1,"Sa96,Br92",0.2187761623949552,hyperleda_vizier,82.11152753573934,0.994215922711213,-0.5784077288787048,hyperleda_vizier,ok,,,,,,,,0.1,10.0,0.0742265732475925,0.3051221488090228,acm_better_102,13,59.82,4474.2721,10.776970407860343,1.120310736867116,1.15146353244198,4.19231407778858,4.368403020479752,0.0308184051114801,0.9691815948885198
NGC0891,18,18,240.69940835382275,639.2504359065276,398.5510275527049,3,9.91,0.5,2,90.0,1.0,138.34,0.255,3.68,1617.45,2.55,5067.92,4.462,18.16,216.1,5.7,1,Fr11,0.1995262314968879,hyperleda_vizier,80.76015249730887,1.0131457343234531,1.3145734323453118,hyperleda_vizier,ok,,,,,,,,0.0504540867810292,5.045408678102927,0.0322538672835044,0.6861976163014225,acm_better_102,11,14.4,2433.4489,2.5919552575819944,1.8268869082591452,1.8181896046801715,14.300230921118125,14.422516953241852,0.0232410743160168,0.9767589256839831
NGC7331,36,36,170.38151470979048,557.2355374510146,386.85402274122407,3,14.7,1.5,3,75.0,2.0,250.631,0.693,3.99,2470.76,5.02,1806.47,11.067,27.01,239.0,5.4,1,"Be91,Be87",0.3981071705534972,hyperleda_vizier,67.52043368017026,1.045356223705692,4.535622370569192,hyperleda_vizier,ok,,,,,,,,0.1020408163265306,10.20408163265306,0.0441565488706504,0.4391596958778433,acm_better_102,29,23.48,4167.993600000001,1.822757606037836,1.2943819267126906,1.1455721086465331,11.796839336109944,8.998699136825316,0.0202944418557529,0.9797055581442472
UGC02916,43,43,261.95952174511353,626.2919117747387,364.3323900296251,2,65.4,9.8,1,50.0,5.0,124.153,1.83,2.8,2425.66,6.15,520.99,23.273,34.24,182.7,6.9,2,"No07,No05",0.9120108393559098,hyperleda_vizier,24.402966318416976,1.854148659673055,85.4148659673055,hyperleda_vizier,review,large_velocity_shift;large_inclination_delta,,,,,,,0.1498470948012232,14.984709480122325,0.1874541895886527,0.6153215678498247,acm_better_102,32,25.34,6347.3089,8.167171383913592,1.3641847955853814,1.3165611925901928,2.6978939125464176,2.022475762024849,0.0249186861515232,0.9750813138484768
NGC1090,24,24,8.45703863163079,328.7930190785201,320.3359804468893,4,37.0,9.25,1,64.0,3.0,72.045,0.796,6.36,283.68,3.53,2055.09,8.783,30.49,164.4,3.7,1,Ge04,0.4466835921509631,hyperleda_vizier,64.74028839253162,0.9938203349478116,-0.6179665052188366,hyperleda_vizier,ok,,,,,,,,0.25,25.0,0.1219099174127281,0.7048447543917374,acm_better_102,17,30.09,2759.4009,2.0448385223052923,1.0302533799875453,1.0863830045477982,3.4273636773961984,3.336725918500001,0.04077862538021,0.95922137461979
NGC2998,13,13,4.3652220755046125,256.38174374313087,252.01652166762625,5,68.1,10.2,1,58.0,2.0,150.902,2.085,7.06,479.55,6.2,774.16,23.451,43.58,209.9,8.1,1,"Sa96,Br92",0.5011872336272722,hyperleda_vizier,61.45357019903467,0.9654132309001024,-3.4586769099897663,hyperleda_vizier,ok,,,,,,,,0.1497797356828193,14.977973568281936,0.1554054949569919,0.6100676378772112,acm_better_102,12,37.3,4361.281600000001,15.107985713637904,0.8301098805644886,0.9267977534660244,2.5117326713392134,2.478925165008591,0.022149475692418,0.977850524307582
UGC03580,47,47,115.35858327174368,351.95669966411737,236.5981163923737,1,20.7,5.2,1,63.0,4.0,13.266,0.195,1.84,614.94,2.43,302.57,4.37,19.97,126.2,3.2,2,"No07,No05",0.5370317963702527,hyperleda_vizier,58.17927639790231,1.0486105507175525,4.861055071755227,hyperleda_vizier,ok,,,,,,,,0.251207729468599,25.120772946859905,0.3294135383687622,0.7400633372284035,acm_better_102,39,19.62,1614.4324,19.838603884281703,0.9639265444364996,1.0450173367048805,9.002002458218232,2.7412317769037853,0.027462257075457,0.972537742924543
NGC3198,43,43,106.33734919304402,301.671790076471,195.33444088342696,5,13.8,1.4,3,73.0,3.0,38.279,0.212,5.84,178.99,3.14,1602.62,10.869,35.66,150.1,3.9,1,"Da06,Be91,Be87",0.3162277660168379,hyperleda_vizier,74.37294252532233,0.9930109446103168,-0.6989055389683085,hyperleda_vizier,ok,,,,,,,,0.1014492753623188,10.144927536231885,0.2839415867708142,1.1023773783926325,acm_better_102,34,42.17,2394.1449,11.69144612536418,0.7548387180305667,0.7364476383170739,5.97825943833974,4.189879585330321,0.0223540567547882,0.9776459432452118
NGC6503,31,31,71.81814138191753,258.2503152192998,186.4321738373823,6,6.26,0.31,2,74.0,2.0,12.845,0.059,1.62,774.16,2.16,398.87,1.744,14.05,116.3,2.4,1,"Be91,Be87",0.3311311214825911,hyperleda_vizier,74.28971148631146,0.9985649472675864,-0.1435052732413622,hyperleda_vizier,ok,,,,,,,,0.0495207667731629,4.952076677316294,0.1357726741922927,0.3737997256515775,acm_better_102,31,13.7,825.9875999999999,1.980607470647611,0.5754334487417696,0.5226427272391376,5.074149082245958,4.746360297955243,0.0274438343160004,0.9725561656839996
UGC05253,73,73,116.67345319561848,305.54758099498207,188.8741277993636,2,22.9,5.72,1,37.0,4.0,171.582,0.79,4.28,1488.78,8.07,189.16,16.396,36.64,213.7,7.1,2,"No07,No05",0.7943282347242815,hyperleda_vizier,37.7277762270604,0.9835016411219744,-1.6498358878025643,hyperleda_vizier,ok,,,,,,,,0.2497816593886463,24.97816593886463,0.095557809094194,0.2517623827445416,acm_better_102,65,53.29,2286.7524,19.61620193664491,1.5717432746415323,1.6104870515847125,4.24636276710695,2.8939803714304877,0.0357598525406644,0.9642401474593356
NGC2403,73,73,139.42211727311596,324.5494816577808,185.12736438466484,6,3.16,0.16,2,63.0,3.0,10.041,0.028,2.16,341.06,1.39,1408.74,3.199,15.11,131.2,4.9,1,"Da06,Fr02",0.5011872336272722,hyperleda_vizier,61.98404897404534,1.0092767433820715,0.9276743382071516,hyperleda_vizier,ok,,,,,,,,0.050632911392405,5.063291139240507,0.318593765561199,1.6557114021013406,acm_better_102,71,12.92,2204.3025,14.71487858486828,1.0195714450817273,1.0718542341091322,4.532622016338221,3.5682387249930017,0.0215113904693091,0.9784886095306908
UGC02953,115,115,256.1506791023839,422.6523604546576,166.50168135227375,2,16.5,4.95,1,50.0,4.0,259.518,0.717,5.03,1544.65,3.55,4215.31,7.678,24.0,264.9,6.0,2,"No07,No05",0.831763771102671,hyperleda_vizier,33.99844245044566,1.3699660946779944,36.99660946779944,hyperleda_vizier,review,large_velocity_shift;large_inclination_delta,,,,,,,0.3,30.0,0.0295856164119637,0.6092441975798453,acm_better_102,46,22.84,1218.7080999999998,1.7690120862442165,0.7834236080821474,0.5394458741661197,13.440103157851672,9.158217660529804,0.0456669747858243,0.9543330252141756
NGC6195,23,23,73.37195484873874,228.1484854121145,154.77653056337576,3,127.8,12.8,1,62.0,5.0,391.076,6.123,9.52,686.8,13.94,174.11,20.907,40.89,251.7,9.3,1,SG06,0.6456542290346555,hyperleda_vizier,50.28103966961027,1.1478954970947632,14.789549709476324,hyperleda_vizier,review,large_velocity_shift;large_inclination_delta,,,,,,,0.1001564945226917,10.015649452269171,0.0534601969949575,0.1075885790506145,acm_better_102,17,19.1,4798.332899999999,3.0015538554229417,0.949723455934638,0.6247698838510019,6.791764076145302,8.500778820741765,0.014539358674873,0.985460641325127
DDO161,31,31,51.32917889596157,203.1258113389561,151.79663244299456,10,7.5,2.25,1,70.0,10.0,0.548,0.015,2.04,20.74,1.22,169.37,1.378,10.69,66.3,1.9,1,Co00,0.1621810097358929,hyperleda_vizier,90.0,0.9396926207859084,-6.030737921409168,hyperleda_vizier,review,large_inclination_delta,,,,,,,0.3,30.0,2.514598540145985,0.9258263907551731,acm_better_102,31,9.58,1114.2244,2.171696576804546,0.9291416054412598,0.8636644523087966,4.058850581665575,3.349371180822112,0.0288663863933792,0.9711336136066208
UGC09037,22,22,50.77031148965732,184.26939752031493,133.49908603065762,6,83.6,8.4,1,65.0,5.0,68.614,1.769,5.69,334.83,4.28,841.07,19.078,39.72,152.3,9.6,2,Ha14,0.5248074602497725,hyperleda_vizier,60.27483314672168,1.0436358608293628,4.363586082936277,hyperleda_vizier,ok,,,,,,,,0.1004784688995215,10.047846889952154,0.2780482117352144,1.0414665036247706,acm_better_102,22,27.96,4432.8964,2.813614698419494,0.8133179459594657,0.8262322054398794,11.101871651977712,9.389725699048462,0.0265644615171881,0.9734355384828118
UGC07125,13,13,116.39210523248802,242.97531097273156,126.58320574024351,9,19.8,5.9,1,90.0,3.0,2.712,0.08,3.92,28.11,3.38,103.0,4.629,23.04,65.2,2.1,1,"Sw09,Sw02",0.3467368504525316,hyperleda_vizier,75.63235732836921,1.0322863534053146,3.2286353405314605,hyperleda_vizier,review,large_inclination_delta,,,,,,,0.297979797979798,29.7979797979798,1.7068584070796458,0.4051853926683239,acm_better_102,13,17.26,1521.0,3.571963171236216,1.67666658198762,2.0049205631115257,10.967390164656596,9.174167096791258,0.0171493765009013,0.9828506234990988
UGC02455,8,8,140.83613960495416,265.1906909484363,124.35455134348216,10,6.92,2.08,1,51.0,5.0,3.649,0.034,1.49,254.0,0.99,795.85,0.803,7.11,0.0,0.0,3,"Sw09,Sw02",0.8128305161640993,hyperleda_vizier,36.98483937191033,1.291790569467294,29.1790569467294,hyperleda_vizier,review,large_velocity_shift;large_inclination_delta,,,,,,,0.3005780346820809,30.057803468208093,0.2200602904905453,0.819304152637486,acm_better_102,8,4.03,885.6576000000001,6.398820889863953,1.7273996935231366,1.739065144566636,1.5756982460947229,1.7394202952438629,0.0266552458467136,0.9733447541532864
NGC3726,12,12,39.31168014066375,163.57525758098825,124.2635774403245,5,18.0,2.5,4,53.0,2.0,70.234,0.388,7.52,198.08,3.4,1789.91,6.473,22.2,168.0,6.2,2,"VS01,SV98",0.6760829753919817,hyperleda_vizier,48.41505937209498,1.0677336898136367,6.77336898136367,hyperleda_vizier,ok,,,,,,,,0.1388888888888889,13.88888888888889,0.0921633396930261,0.5599480968858132,acm_better_102,10,16.03,2822.7969000000003,1.9619472867774936,1.0611712873024608,1.0619839258080006,2.994312916414516,1.1299829106206407,0.0144819022135926,0.9855180977864074
NGC0055,21,21,2.5057101272340057,122.79606662395176,120.29035649671776,9,2.11,0.11,2,77.0,3.0,4.628,0.013,3.67,54.55,6.11,391.59,1.565,10.24,85.6,5.0,2,"Sa96,Pu91",,hyperleda_not_found,90.0,0.9743700647852352,-2.5629935214764754,catalog_inclination_proxy,missing,missing_ba_obs,,,,,,,0.0521327014218009,5.213270142180095,0.3381590319792567,0.0419210277482381,acm_better_102,21,9.21,1635.3936,1.5098089638152885,0.775450563917915,0.8773151798097558,3.725786692500037,4.920595499647829,0.0204058322468309,0.9795941677531692
UGC06973,9,9,415.8931077135369,535.1246038986942,119.23149618515733,2,18.0,2.5,4,71.0,3.0,53.87,0.347,1.61,3317.65,1.07,12730.05,1.753,11.57,174.2,6.2,3,"VS01,SV98",0.457088189614875,hyperleda_vizier,63.62364965066531,1.0553896944730103,5.538969447301034,hyperleda_vizier,ok,,,,,,,,0.1388888888888889,13.88888888888889,0.0325413031371821,1.53113809066294,acm_better_102,9,6.28,1101.5760999999998,2.459404967232972,1.0276859685568709,1.0239357356237946,6.809272318660815,5.818232921838981,0.0280241629171993,0.9719758370828008
NGC4088,12,12,76.78326438680018,195.0144048697136,118.23114048291336,4,18.0,2.5,4,69.0,2.0,107.286,0.494,6.1,457.96,2.58,3988.69,8.226,22.25,171.7,6.9,1,"VS01,SV98",0.3801893963205612,hyperleda_vizier,69.21631902672088,0.9985599366300792,-0.1440063369920863,hyperleda_vizier,ok,,,,,,,,0.1388888888888889,13.88888888888889,0.0766735641183379,1.2358031368307194,acm_better_102,10,13.94,2996.4676000000004,1.6992022128427813,0.4262108294729868,0.4145410479704523,2.236263145090194,2.2656024749030155,0.0165771174391506,0.9834228825608492
NGC4013,36,36,23.404522151765097,128.26033707441096,104.85581492264586,3,18.0,2.5,4,89.0,1.0,79.094,0.364,4.11,746.16,3.53,10205.4,2.967,31.35,172.9,7.1,2,"VS01,SV98",0.245470891568503,hyperleda_vizier,77.54347789691613,1.0239515479569583,2.395154795695853,hyperleda_vizier,review,large_inclination_delta,,,,,,,0.1388888888888889,13.88888888888889,0.0375123271044579,0.2381047917887151,acm_better_102,35,14.98,1087.6803999999995,0.9412490789252528,1.6056416198080052,1.3896707245410624,31.303258287374724,27.36014448604136,0.063905053474431,0.936094946525569
UGC11455,36,36,52.6759689539111,147.12841060594917,94.45244165203806,6,78.6,11.8,1,90.0,1.0,374.322,3.792,10.06,571.26,5.93,9568.2,13.335,43.44,269.4,7.4,1,SG06,0.1584893192461113,hyperleda_vizier,90.0,1.0,0.0,hyperleda_vizier,ok,,,,,,,,0.1501272264631043,15.012722646310433,0.0356244089313478,0.3792133633253614,acm_better_102,32,22.62,3124.81,11.83768325155971,1.821952932019105,1.203612053760521,22.474529918608816,19.77598316335313,0.0145543626451431,0.9854456373548568
NGC3877,13,13,39.14439939859004,124.99134780466716,85.84694840607713,5,18.0,2.5,4,76.0,1.0,72.535,0.401,4.39,598.18,2.53,3410.59,1.483,11.47,168.4,5.1,2,"VS01,SV98",0.2290867652767773,hyperleda_vizier,81.16404778005172,0.981949313526374,-1.805068647362596,hyperleda_vizier,ok,,,,,,,,0.1388888888888889,13.88888888888889,0.0204453022678706,0.2316861691324657,acm_better_102,10,10.47,916.8784,2.424774824716937,0.6109731430062112,0.7405681827907387,3.0415212742181232,2.9875814123232622,0.0176465585117082,0.9823534414882916
NGC5585,24,24,67.55178402720033,152.0048270515799,84.45304302437957,7,7.06,2.12,1,51.0,2.0,2.943,0.033,2.27,90.54,1.53,297.05,1.683,10.92,90.3,2.4,1,"Bl99,Sa96,Co91",0.6165950018614822,hyperleda_vizier,53.88227714078771,0.9620433968585264,-3.795660314147365,hyperleda_vizier,ok,,,,,,,,0.3002832861189802,30.02832861189802,0.5718654434250765,0.7189542483660131,acm_better_102,24,10.31,1073.8729000000003,35.21321305469435,1.406130872749061,1.2525208086930242,3.2768130261869817,3.9587802066535,0.0208194282141494,0.9791805717858504
NGC3953,8,8,24.084941807095447,103.08120964975232,78.99626784265686,4,18.0,2.5,4,62.0,1.0,141.301,0.521,6.17,587.26,4.89,1999.08,2.832,17.38,220.8,6.1,1,"VS01,SV98",0.5128613839913648,hyperleda_vizier,60.20051766389734,1.0174904068873485,1.7490406887348264,hyperleda_vizier,ok,,,,,,,,0.1388888888888889,13.88888888888889,0.0200423210026822,0.1184337636594025,acm_better_102,5,15.68,1406.25,2.729586925464156,2.334722738737011,1.9305324528228311,12.579086076328103,12.454355620161635,0.0166535077253723,0.9833464922746276
NGC4217,19,19,87.87642444859841,166.54267276358107,78.66624831498265,3,18.0,2.5,4,86.0,2.0,85.299,0.393,5.28,483.98,2.94,4373.51,2.562,16.7,181.3,7.2,1,"VS01,SV98",0.2951209226666385,hyperleda_vizier,74.2413870735799,1.0365223420241063,3.6522342024106536,hyperleda_vizier,review,large_inclination_delta,,,,,,,0.1388888888888889,13.88888888888889,0.0300355221045967,0.2964042759961127,acm_better_102,19,11.35,1152.6025000000002,2.8182318627271954,1.152929785947526,1.0835639253570155,9.553843561269064,8.526798486303356,0.0347602048714239,0.965239795128576
NGC1003,36,36,5.447085871818322,83.329744671913,77.88265880009469,6,11.4,3.42,1,67.0,5.0,6.82,0.075,2.76,140.87,1.61,1345.33,5.88,33.33,109.8,4.2,1,"Sa96,Br92",0.2818382931264453,hyperleda_vizier,78.19260720033047,0.9404028421215564,-5.959715787844367,hyperleda_vizier,review,large_inclination_delta,,,,,,,0.3,30.0,0.8621700879765395,2.268431001890359,acm_better_102,36,30.24,1402.5025000000005,1.4139053418216818,2.4161790591851906,1.5358737922675232,24.455210644986533,14.05834810654301,0.0583358777167597,0.9416641222832404
NGC4157,17,17,21.96367484835765,97.0506169425019,75.08694209414425,3,18.0,2.5,4,82.0,3.0,105.62,0.486,4.44,848.85,2.32,23813.87,8.226,24.09,184.7,7.2,1,"VS01,SV98",0.1819700858609983,hyperleda_vizier,82.07992573348434,0.9998049612221585,-0.0195038777841549,hyperleda_vizier,ok,,,,,,,,0.1388888888888889,13.88888888888889,0.0778829767089566,1.5283145065398338,acm_better_102,17,22.65,2732.1529000000005,1.8411422613447488,0.9706649204210348,0.9003158174020314,6.165901529209808,3.3217727700184074,0.0201531723054061,0.979846827694594
NGC6015,44,44,18.491398986665075,93.19481251407538,74.7034135274103,6,17.0,5.1,1,60.0,2.0,32.129,0.237,3.92,331.76,2.3,1926.77,5.834,21.43,154.1,7.0,2,VM97,0.4168693834703354,hyperleda_vizier,68.02168597176284,0.933895741081868,-6.610425891813209,hyperleda_vizier,ok,,,,,,,,0.3,30.0,0.1815805035948831,1.102835538752363,acm_better_102,31,15.29,2346.4336,1.5865331681674566,1.0882315941974423,0.4767172152106553,16.434295159241586,3.675765973846133,0.0259466698318905,0.9740533301681096
NGC4559,32,32,4.797405506263049,78.69716110180063,73.89975559553758,6,9.0,2.7,1,67.0,1.0,19.377,0.107,3.82,211.27,2.1,1602.62,5.811,21.16,121.2,5.1,1,Ba05,0.4265795188015926,hyperleda_vizier,67.3267285232419,0.9976014762559904,-0.2398523744009617,hyperleda_vizier,ok,,,,,,,,0.3,30.000000000000004,0.2998916240904165,1.317687074829932,acm_better_102,29,20.32,2715.4521,2.971513515622932,0.9445231678640736,1.1187451552351035,6.307716274232863,6.462064571125957,0.031109430342937,0.968890569657063
UGC08837,8,8,8.318260583066863,80.90306360326885,72.58480302020199,10,7.21,0.36,2,80.0,5.0,0.501,0.015,2.25,15.73,1.72,77.42,0.32,4.75,0.0,0.0,2,"Sw09,Sw02",0.309029543251359,hyperleda_vizier,79.18639690103143,1.002611388952022,0.2611388952022064,hyperleda_vizier,ok,,,,,,,,0.0499306518723994,4.993065187239944,0.6387225548902196,0.1081665765278529,acm_better_102,6,4.2,526.7025,2.7466471913099078,1.7539881118009255,2.0139815718514957,1.7659953550079923,2.340658969887228,0.0416018729214002,0.9583981270785996
UGC03205,48,48,27.395563398693284,98.92009939386304,71.52453599516974,2,50.0,10.0,1,67.0,4.0,113.642,1.361,5.35,587.26,3.19,3915.89,9.677,28.6,219.6,8.6,1,"No07,No05",0.4073802778041127,hyperleda_vizier,66.91233799797773,1.0006510362178862,0.0651036217886202,hyperleda_vizier,ok,,,,,,,,0.2,20.0,0.0851533763925309,0.950953705250538,acm_better_102,25,26.69,3083.5809,3.395695243007948,1.879209195383276,2.023673678931424,11.07795696710155,6.611602083266667,0.0229285389346131,0.9770714610653868
NGC2955,24,24,65.40030632229652,134.96933900221686,69.56903267992034,3,97.9,9.8,1,56.0,7.0,319.422,4.413,7.22,974.61,18.76,50.68,28.949,40.34,0.0,0.0,1,SG06,0.5248074602497725,hyperleda_vizier,59.027761402491095,0.966901535556602,-3.3098464443398146,hyperleda_vizier,ok,,,,,,,,0.1001021450459652,10.010214504596528,0.0906293242168667,0.0822560590286459,acm_better_102,22,24.8,6392.0025000000005,6.112219976621549,1.358970912083138,1.3031629388929034,5.463699423462493,4.959998590844783,0.0223398976418334,0.9776601023581666
IC4202,32,32,52.76630445133251,120.39521314566358,67.62890869433107,4,100.4,10.0,1,90.0,1.0,179.749,3.311,8.55,391.59,4.78,8888.53,12.326,32.13,242.6,11.0,1,SG06,0.1737800828749375,hyperleda_vizier,84.532949630546,1.0045696338682042,0.4569633868204192,hyperleda_vizier,ok,,,,,,,,0.099601593625498,9.9601593625498,0.0685733995738502,0.5394688468339139,acm_better_102,25,23.58,3750.3376,5.472999718025871,1.487700375182052,1.2512741623883343,16.849841425817928,16.319813177666344,0.0137630147557788,0.9862369852442212
NGC4389,6,6,94.8299214074442,162.04865221731072,67.21873080986651,4,18.0,2.5,4,50.0,4.0,21.328,0.216,4.05,207.41,2.79,322.72,0.539,6.81,0.0,0.0,3,"VS01,SV98",0.6456542290346555,hyperleda_vizier,50.52491714898693,0.9924126436060036,-0.7587356393996547,hyperleda_vizier,ok,,,,,,,,0.1388888888888889,13.88888888888889,0.0252719429857464,0.0692437147518659,acm_better_102,6,5.32,483.1204,4.89894769150188,1.3845191726567851,1.4291877187506472,3.461615877059978,4.202125320001079,0.0256331407166063,0.9743668592833936
F561-1,6,6,11.682751118857242,75.43975539781896,63.75700427896172,9,66.4,10.0,1,24.0,10.0,4.077,0.327,5.39,22.12,2.79,93.07,1.622,10.69,50.0,2.9,3,"dB97,dB96",,hyperleda_not_found,24.83937306671106,0.9682458365518536,-3.17541634481463,catalog_inclination_proxy,missing,missing_ba_obs,,,,,,,0.1506024096385542,15.06024096385542,0.397841550159431,0.208373479271849,acm_better_102,6,9.66,856.1476000000001,5.105546899693031,1.6242989220795705,1.5930409425101324,1.3570984443280685,1.5220878535094315,0.0271789695162933,0.9728210304837066
NGC4085,7,7,43.63858527314769,106.39853273858265,62.75994746543496,5,18.0,2.5,4,82.0,2.0,21.724,0.2,2.0,856.7,1.65,5021.46,1.349,10.16,131.5,4.8,2,"VS01,SV98",0.2691534803926916,hyperleda_vizier,77.86841290927943,1.0128883722563071,1.2888372256307346,hyperleda_vizier,ok,,,,,,,,0.1388888888888889,13.88888888888889,0.0620972196648867,0.4955004591368228,acm_better_102,6,5.32,663.5776000000001,3.030807895991701,0.768040528473687,0.3912707227667619,5.557226745091367,5.763624585524523,0.0286145236102908,0.9713854763897092
NGC4051,7,7,33.074536928961926,95.47144986228008,62.39691293331814,4,18.0,2.5,4,49.0,3.0,95.268,0.439,6.87,319.76,4.65,1320.78,2.697,15.13,157.0,5.5,2,"VS01,SV98",0.8128305161640993,hyperleda_vizier,36.07257891490074,1.2817548933523413,28.17548933523413,hyperleda_vizier,review,large_velocity_shift;large_inclination_delta,,,,,,,0.1388888888888889,13.88888888888889,0.0283096107822143,0.1247311827956989,acm_better_102,5,12.19,1504.6641,2.8141071475433503,1.9958516332861875,1.6597529665235626,4.320577838124668,4.189593124812326,0.0191980023277967,0.9808019976722032
